field_id,lucode,crop_name,fs25_fruit,category,area_ha,priority
field_4639,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4640,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4641,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4642,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4643,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4644,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4645,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4646,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4647,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4648,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4649,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4650,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4651,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4652,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4653,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4654,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4655,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4656,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4657,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4658,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4659,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4660,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4661,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4662,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4663,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4664,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4665,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4666,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4667,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4668,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4669,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4670,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4671,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4672,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4673,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4674,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4675,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4676,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4677,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4678,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4679,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4680,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4681,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4682,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4683,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4684,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4685,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4686,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4687,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4688,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4689,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4690,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4691,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4692,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4693,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4694,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4695,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4696,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4697,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4698,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4699,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4700,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4701,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4702,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4703,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4704,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4705,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4706,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4707,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4708,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4709,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4710,LG20,Permanent Grassland,grass,grassland,0.416,1
field_4711,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4712,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4713,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4714,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4715,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4716,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4717,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4718,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4719,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4720,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4721,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4722,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4723,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4724,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4725,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4726,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4727,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4728,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4729,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4730,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4731,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4732,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4733,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4734,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4735,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4736,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4737,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4738,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4739,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4740,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4741,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4742,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4743,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4744,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4745,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4746,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4747,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4748,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4749,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4750,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4751,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4752,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4753,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4754,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4755,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4756,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4757,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4758,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4759,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4760,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4761,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4762,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4763,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4764,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4765,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4766,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4767,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4768,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4769,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4770,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4771,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4772,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4773,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4774,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4775,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4776,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4777,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4778,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4779,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4780,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4781,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4782,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4783,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4784,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4785,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4786,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4787,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4788,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4789,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4790,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4791,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4792,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4793,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4794,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4795,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4796,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4797,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4798,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4799,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4800,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4801,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4802,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4803,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4804,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4805,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4806,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4807,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4808,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4809,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4810,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4811,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4812,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4813,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4814,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4815,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4816,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4817,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4818,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4819,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4820,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4821,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4822,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4823,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4824,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4825,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4826,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4827,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4828,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4829,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4830,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4831,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4832,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4833,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4834,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4835,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4836,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4837,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4838,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4839,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4840,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4841,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4842,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4843,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4844,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4845,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4846,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4847,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4848,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4849,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4850,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4851,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4852,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4853,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4854,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4855,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4856,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4857,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4858,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4859,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4860,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4861,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4862,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4863,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4864,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4865,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4866,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4867,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4868,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4869,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4870,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4871,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4872,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4873,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4874,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4875,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4876,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4877,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4878,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4879,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4880,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4881,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4882,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4883,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4884,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4885,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4886,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4887,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4888,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4889,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4890,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4891,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4892,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4893,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4894,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4895,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4896,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4897,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4898,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4899,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4900,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4901,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4902,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4903,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4904,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4905,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4906,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4907,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4908,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4909,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4910,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4911,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4912,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4913,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4914,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4915,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4916,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4917,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4918,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4919,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4920,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4921,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4922,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4923,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4924,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4925,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4926,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4927,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4928,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4929,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4930,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4931,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4932,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4933,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4934,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4935,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4936,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4937,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4938,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4939,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4940,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4941,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4942,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4943,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4944,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4945,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4946,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4947,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4948,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4949,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4950,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4951,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4952,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4953,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4954,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4955,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4956,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4957,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4958,LG20,Permanent Grassland,grass,grassland,0.416,1
field_4959,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4960,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4961,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4962,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4963,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4964,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4965,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4966,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4967,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4968,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4969,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4970,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4971,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4972,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4973,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4974,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4975,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4976,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4977,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4978,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4979,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4980,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4981,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4982,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4983,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4984,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4985,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4986,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4987,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4988,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4989,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4990,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4991,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4992,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4993,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4994,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4995,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4996,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4997,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4998,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4999,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5000,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5001,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5002,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5003,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5004,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5005,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5006,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5007,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5008,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5009,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5010,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5011,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5012,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5013,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5014,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5015,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5016,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5017,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5018,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5019,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5020,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5021,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5022,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5023,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5024,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5025,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5026,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5027,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5028,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5029,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5030,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5031,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5032,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5033,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5034,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5035,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5036,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5037,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5038,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5039,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5040,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5041,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5042,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5043,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5044,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5045,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5046,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5047,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5048,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5049,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5050,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5051,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5052,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5053,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5054,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5055,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5056,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5057,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5058,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5059,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5060,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_5061,PG01,Permanent Grassland (all),grass,grassland,0.416,1
