field_id,lucode,crop_name,fs25_fruit,category,area_ha,priority
field_3865,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3866,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3867,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3868,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3869,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3870,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3871,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3872,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3873,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3874,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3875,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3876,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3877,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3878,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3879,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3880,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3881,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3882,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3883,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3884,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3885,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3886,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3887,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3888,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3889,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3890,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3891,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3892,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3893,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3894,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3895,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3896,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3897,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3898,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3899,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3900,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3901,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3902,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3903,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3904,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3905,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3906,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3907,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3908,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3909,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3910,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3911,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3912,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3913,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3914,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3915,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3916,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3917,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3918,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3919,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3920,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3921,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3922,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3923,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3924,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3925,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3926,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3927,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3928,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3929,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3930,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3931,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3932,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3933,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3934,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3935,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3936,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3937,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3938,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3939,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3940,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3941,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3942,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3943,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3944,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3945,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3946,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3947,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3948,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3949,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3950,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3951,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3952,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3953,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3954,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3955,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3956,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3957,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3958,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3959,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3960,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3961,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3962,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3963,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3964,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3965,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3966,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3967,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3968,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3969,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3970,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3971,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3972,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3973,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3974,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3975,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3976,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3977,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3978,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3979,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3980,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3981,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3982,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3983,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3984,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3985,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3986,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3987,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3988,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3989,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3990,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3991,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3992,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3993,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3994,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3995,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3996,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3997,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3998,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_3999,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4000,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4001,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4002,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4003,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4004,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4005,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4006,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4007,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4008,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4009,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4010,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4011,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4012,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4013,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4014,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4015,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4016,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4017,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4018,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4019,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4020,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4021,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4022,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4023,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4024,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4025,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4026,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4027,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4028,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4029,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4030,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4031,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4032,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4033,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4034,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4035,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4036,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4037,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4038,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4039,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4040,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4041,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4042,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4043,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4044,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4045,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4046,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4047,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4048,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4049,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4050,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4051,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4052,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4053,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4054,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4055,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4056,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4057,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4058,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4059,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4060,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4061,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4062,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4063,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4064,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4065,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4066,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4067,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4068,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4069,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4070,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4071,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4072,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4073,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4074,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4075,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4076,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4077,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4078,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4079,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4080,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4081,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4082,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4083,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4084,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4085,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4086,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4087,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4088,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4089,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4090,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4091,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4092,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4093,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4094,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4095,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4096,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4097,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4098,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4099,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4100,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4101,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4102,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4103,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4104,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4105,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4106,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4107,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4108,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4109,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4110,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4111,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4112,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4113,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4114,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4115,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4116,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4117,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4118,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4119,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4120,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4121,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4122,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4123,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4124,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4125,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4126,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4127,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4128,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4129,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4130,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4131,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4132,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4133,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4134,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4135,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4136,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4137,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4138,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4139,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4140,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4141,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4142,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4143,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4144,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4145,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4146,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4147,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4148,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4149,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4150,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4151,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4152,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4153,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4154,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4155,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4156,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4157,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4158,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4159,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4160,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4161,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4162,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4163,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4164,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4165,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4166,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4167,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4168,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4169,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4170,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4171,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4172,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4173,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4174,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4175,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4176,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4177,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4178,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4179,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4180,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4181,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4182,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4183,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4184,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4185,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4186,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4187,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4188,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4189,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4190,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4191,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4192,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4193,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4194,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4195,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4196,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4197,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4198,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4199,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4200,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4201,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4202,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4203,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4204,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4205,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4206,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4207,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4208,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4209,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4210,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4211,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4212,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4213,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4214,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4215,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4216,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4217,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4218,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4219,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4220,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4221,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4222,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4223,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4224,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4225,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4226,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4227,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4228,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4229,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4230,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4231,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4232,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4233,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4234,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4235,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4236,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4237,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4238,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4239,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4240,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4241,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4242,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4243,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4244,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4245,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4246,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4247,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4248,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4249,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4250,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4251,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4252,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4253,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4254,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4255,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4256,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4257,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4258,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4259,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4260,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4261,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4262,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4263,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4264,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4265,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4266,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4267,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4268,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4269,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4270,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4271,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4272,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4273,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4274,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4275,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4276,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4277,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4278,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4279,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4280,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4281,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4282,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4283,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4284,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4285,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4286,PG01,Permanent Grassland (all),grass,grassland,0.416,1
field_4287,PG01,Permanent Grassland (all),grass,grassland,0.416,1
